original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name,true_category_name
998,938718607,228,0.8246439,1940,Journaux et revues occasion,Catégorie 1940
999,1325252024,6,0.63167804,50,Consoles de jeux,Catégorie 50
1000,1323826377,1281,0.63140494,2060,Jeux enfant,Catégorie 2060
1001,1112257023,5,0.90187746,50,Accessoires gaming,Catégorie 50
1002,1257670245,1281,0.6457879,2060,Jeux enfant,Catégorie 2060
1003,1113354791,206,0.5006022,1320,Décoration,Catégorie 1320
1004,1314375147,2585,0.9825865,2585,Outillage de jardin,Outillage de jardin
1005,1269394372,118,0.18464299,2060,Jeux de rôle et figurines,Catégorie 2060
1006,935128755,2403,0.87159747,2403,Lots livres et magazines,Lots livres et magazines
1007,1313443755,132,0.5707886,1300,Puériculture,Catégorie 1300
1008,1226437864,2582,0.94533545,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1009,1304927411,1,0.22233364,10,Livres occasion,Catégorie 10
1010,1234573297,2403,0.96971,2403,Lots livres et magazines,Lots livres et magazines
1011,1264562770,2403,0.4862984,2403,Lots livres et magazines,Lots livres et magazines
1012,1238724166,194,0.5539584,1560,Épicerie,Catégorie 1560
1013,1324044607,192,0.92035574,1302,Linge de maison,Jeux et accessoires de plein air
1014,993357226,2583,0.80708635,2583,Piscine et accessoires,Piscine et accessoires
1015,1145355572,128,0.40458316,1280,Jouets enfant,Catégorie 1280
1016,1026382650,2522,0.72978085,2522,Fournitures papeterie,Fournitures papeterie
1017,1172791630,194,0.18455093,2583,Épicerie,Piscine et accessoires
1018,1292400288,132,0.6519657,1300,Puériculture,Catégorie 1300
1019,1317689147,2462,0.22220951,2060,Console et Jeux vidéos occasion,Catégorie 2060
1020,1217174199,5,0.25358143,1300,Accessoires gaming,Catégorie 1300
1021,1156966902,206,0.5361117,1560,Décoration,Catégorie 1560
1022,1310346556,1281,0.62828755,1560,Jeux enfant,Catégorie 1560
1023,1174584501,2583,0.7866933,2583,Piscine et accessoires,Piscine et accessoires
1024,1144931133,132,0.6747657,1300,Puériculture,Catégorie 1300
1025,1255326477,228,0.9935952,1940,Journaux et revues occasion,Catégorie 1940
1026,1092496161,2585,0.8263944,2585,Outillage de jardin,Outillage de jardin
1027,1209717308,132,0.40582073,2583,Puériculture,Piscine et accessoires
1028,1171179350,2403,0.8346593,2403,Lots livres et magazines,Lots livres et magazines
1029,1064651780,6,0.28829706,1160,Consoles de jeux,Catégorie 1160
1030,1244286192,192,0.3174785,1280,Linge de maison,Catégorie 1280
1031,1308119333,5,0.29211777,1560,Accessoires gaming,Catégorie 1560
1032,1242236615,2462,0.94887424,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
1033,1056287491,1,0.29479474,2280,Livres occasion,Catégorie 2280
1034,1301523522,206,0.6200801,1560,Décoration,Catégorie 1560
1035,1260339645,194,0.3891004,2060,Épicerie,Catégorie 2060
1036,1324132209,1301,0.8988696,2220,Lingerie enfant et jeu de bar,Catégorie 2220
1037,1288782004,2583,0.10847654,2060,Piscine et accessoires,Catégorie 2060
1038,1311485354,1301,0.5982845,2220,Lingerie enfant et jeu de bar,Catégorie 2220
1039,1147325006,5,0.988682,50,Accessoires gaming,Catégorie 50
1040,1289574779,1281,0.5379617,2060,Jeux enfant,Catégorie 2060
1041,1299103273,1302,0.9267966,2403,Jeux et accessoires de plein air,Lots livres et magazines
1042,1244541443,2583,0.9410366,2583,Piscine et accessoires,Piscine et accessoires
1043,896413292,1302,0.6603449,2280,Jeux et accessoires de plein air,Catégorie 2280
1044,52335130,1302,0.36900523,2280,Jeux et accessoires de plein air,Catégorie 2280
1045,1234398180,4,0.17589042,1300,Jeux consoles neuf,Catégorie 1300
1046,933260642,4,0.8606393,40,Jeux consoles neuf,Catégorie 40
1047,1239048662,2583,0.4714002,2583,Piscine et accessoires,Piscine et accessoires
1048,932240834,2403,0.50623435,2403,Lots livres et magazines,Lots livres et magazines
1049,1303627784,2522,0.38449773,2522,Fournitures papeterie,Fournitures papeterie
1050,1143962635,2705,0.9630753,2705,Livres neufs,Livres neufs
1051,333417179,1,0.46365675,2280,Livres occasion,Catégorie 2280
1052,1065997633,2583,0.66336894,2583,Piscine et accessoires,Piscine et accessoires
1053,1038154658,2403,0.9618871,2403,Lots livres et magazines,Lots livres et magazines
1054,1215442831,114,0.21644354,1281,Objets pop culture,Jeux enfant
1055,1306489514,5,0.18444417,50,Accessoires gaming,Catégorie 50
1056,1316227892,6,0.97861475,60,Consoles de jeux,Catégorie 60
1057,1092326824,2403,0.28467512,2280,Lots livres et magazines,Catégorie 2280
1058,1273756169,222,0.52596104,1920,Animalerie,Catégorie 1920
1059,1092946178,2585,0.9360226,2585,Outillage de jardin,Outillage de jardin
1060,1258502889,5,0.9970186,50,Accessoires gaming,Catégorie 50
1061,879350610,114,0.9073733,1160,Objets pop culture,Catégorie 1160
1062,1276029163,128,0.30749112,1302,Jouets enfant,Jeux et accessoires de plein air
1063,1009231485,1302,0.9838824,2280,Jeux et accessoires de plein air,Catégorie 2280
1064,971381282,2403,0.45031193,10,Lots livres et magazines,Catégorie 10
1065,922464152,2403,0.4189414,2403,Lots livres et magazines,Lots livres et magazines
1066,1174593097,2583,0.8659845,2583,Piscine et accessoires,Piscine et accessoires
1067,1259611490,132,0.9261554,1300,Puériculture,Catégorie 1300
1068,1176160593,1301,0.4684109,1320,Lingerie enfant et jeu de bar,Catégorie 1320
1069,1191095451,132,0.68018013,1320,Puériculture,Catégorie 1320
1070,1161287163,222,0.95426786,1920,Animalerie,Catégorie 1920
1071,1068094879,2582,0.9480465,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1072,969207562,2905,0.8624014,2403,Jeux PC en téléchargement,Lots livres et magazines
1073,252801427,2905,0.23518778,40,Jeux PC en téléchargement,Catégorie 40
1074,1178356443,2403,0.83701426,2403,Lots livres et magazines,Lots livres et magazines
1075,1204249679,4,0.7640038,1281,Jeux consoles neuf,Jeux enfant
1076,1253331508,2582,0.94911224,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1077,1301869358,132,0.48164496,1300,Puériculture,Catégorie 1300
1078,1312104854,2582,0.23190083,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1079,1281994388,132,0.79711413,1300,Puériculture,Catégorie 1300
1080,1302223597,2403,0.251038,2060,Lots livres et magazines,Catégorie 2060
1081,1319060126,118,0.335856,1280,Jeux de rôle et figurines,Catégorie 1280
1082,1169261345,114,0.74361974,1281,Objets pop culture,Jeux enfant
1083,1307823324,132,0.79515034,1300,Puériculture,Catégorie 1300
1084,1317916713,2583,0.97518086,2583,Piscine et accessoires,Piscine et accessoires
1085,1220202333,2582,0.6138602,1560,Mobilier et accessoires de jardin,Catégorie 1560
1086,947549202,128,0.623842,1301,Jouets enfant,Lingerie enfant et jeu de bar
1087,1273892217,1281,0.645096,2060,Jeux enfant,Catégorie 2060
1088,1285054585,222,0.971817,1920,Animalerie,Catégorie 1920
1089,1194114584,4,0.51582134,60,Jeux consoles neuf,Catégorie 60
1090,973473183,1301,0.5015608,1940,Lingerie enfant et jeu de bar,Catégorie 1940
1091,1009230677,1302,0.9796209,2280,Jeux et accessoires de plein air,Catégorie 2280
1092,1318400073,192,0.30567142,1280,Linge de maison,Catégorie 1280
1093,1168602079,1302,0.9752627,2403,Jeux et accessoires de plein air,Lots livres et magazines
1094,1013764155,114,0.9137415,1160,Objets pop culture,Catégorie 1160
1095,1263004941,222,0.38120267,1320,Animalerie,Catégorie 1320
1096,1247849627,2583,0.99019146,2583,Piscine et accessoires,Piscine et accessoires
1097,1241834720,114,0.5129449,1160,Objets pop culture,Catégorie 1160
1098,853506185,4,0.97399646,40,Jeux consoles neuf,Catégorie 40
1099,968890453,206,0.3514346,2060,Décoration,Catégorie 2060
1100,1041682120,2582,0.58119524,2583,Mobilier et accessoires de jardin,Piscine et accessoires
1101,1243394160,2585,0.9600488,2585,Outillage de jardin,Outillage de jardin
1102,997842131,2462,0.22604564,40,Console et Jeux vidéos occasion,Catégorie 40
1103,1243647840,1302,0.4762954,2403,Jeux et accessoires de plein air,Lots livres et magazines
1104,1136997816,222,0.9519481,1920,Animalerie,Catégorie 1920
1105,1045609105,2403,0.6709191,1940,Lots livres et magazines,Catégorie 1940
1106,1154825010,114,0.45679003,1160,Objets pop culture,Catégorie 1160
1107,1273066628,222,0.95496607,1920,Animalerie,Catégorie 1920
1108,985063400,118,0.95400727,1280,Jeux de rôle et figurines,Catégorie 1280
1109,1264352619,13,0.9656394,1140,Modélisme,Catégorie 1140
1110,1275080194,222,0.9962219,1920,Animalerie,Catégorie 1920
1111,1246109565,2585,0.6073765,2582,Outillage de jardin,Mobilier et accessoires de jardin
1112,1269778506,2582,0.9201843,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1113,1326881090,2522,0.43063587,1320,Fournitures papeterie,Catégorie 1320
1114,1271358424,1,0.8696064,10,Livres occasion,Catégorie 10
1115,1106064557,2403,0.75443685,2403,Lots livres et magazines,Lots livres et magazines
1116,1202137931,2585,0.46562195,2585,Outillage de jardin,Outillage de jardin
1117,1311191878,132,0.91036826,1300,Puériculture,Catégorie 1300
1118,1285920016,13,0.96431744,1140,Modélisme,Catégorie 1140
1119,873784216,2905,0.9856867,40,Jeux PC en téléchargement,Catégorie 40
1120,1279056700,222,0.95454246,1920,Animalerie,Catégorie 1920
1121,1123450528,5,0.98413575,50,Accessoires gaming,Catégorie 50
1122,941425130,4,0.75826776,40,Jeux consoles neuf,Catégorie 40
1123,894972867,1302,0.3460416,10,Jeux et accessoires de plein air,Catégorie 10
1124,1316100100,6,0.9524832,60,Consoles de jeux,Catégorie 60
1125,1304083518,2582,0.896293,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
1126,1252587881,222,0.9538649,1920,Animalerie,Catégorie 1920
1127,1026850912,1302,0.98733646,2280,Jeux et accessoires de plein air,Catégorie 2280
1128,947204280,13,0.82033664,1320,Modélisme,Catégorie 1320
1129,1026056424,2522,0.27615425,2522,Fournitures papeterie,Fournitures papeterie
1130,977966087,2705,0.69646335,2705,Livres neufs,Livres neufs
1131,1076486216,13,0.86481977,1140,Modélisme,Catégorie 1140
1132,970759601,1,0.92254853,10,Livres occasion,Catégorie 10
1133,1293341154,1281,0.3932373,40,Jeux enfant,Catégorie 40
1134,1264480517,2905,0.98059386,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
1135,1264002705,114,0.78639627,1160,Objets pop culture,Catégorie 1160
1136,1075760656,13,0.3003549,2583,Modélisme,Piscine et accessoires
1137,1170274316,228,0.9727142,1940,Journaux et revues occasion,Catégorie 1940
1138,1124784741,114,0.8554309,1160,Objets pop culture,Catégorie 1160
1139,1277425480,1281,0.33015388,1560,Jeux enfant,Catégorie 1560
1140,871996228,114,0.98530674,1160,Objets pop culture,Catégorie 1160
1141,1310037297,132,0.9148632,1300,Puériculture,Catégorie 1300
1142,1166560057,2403,0.76560354,1281,Lots livres et magazines,Jeux enfant
1143,1156925840,2583,0.881694,2583,Piscine et accessoires,Piscine et accessoires
1144,867711562,5,0.7750686,50,Accessoires gaming,Catégorie 50
1145,1308818805,2582,0.8424422,1560,Mobilier et accessoires de jardin,Catégorie 1560
1146,1283875087,1281,0.34959552,2582,Jeux enfant,Mobilier et accessoires de jardin
1147,1108247483,2462,0.93140125,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
1148,452505330,1302,0.435432,2280,Jeux et accessoires de plein air,Catégorie 2280
1149,1252627081,2583,0.8876321,2583,Piscine et accessoires,Piscine et accessoires
1150,991801413,2583,0.92315274,2583,Piscine et accessoires,Piscine et accessoires
1151,1204248384,128,0.61351806,1281,Jouets enfant,Jeux enfant
1152,1276362370,132,0.64200914,1300,Puériculture,Catégorie 1300
1153,1313198035,222,0.23150818,1560,Animalerie,Catégorie 1560
1154,1061595383,194,0.6228101,1320,Épicerie,Catégorie 1320
1155,1282286519,228,0.95900774,1940,Journaux et revues occasion,Catégorie 1940
1156,1243658971,2583,0.94863087,2583,Piscine et accessoires,Piscine et accessoires
1157,1159903837,192,0.99782187,1302,Linge de maison,Jeux et accessoires de plein air
1158,1110460415,2585,0.12716316,2585,Outillage de jardin,Outillage de jardin
1159,1323314263,1301,0.28824058,1302,Lingerie enfant et jeu de bar,Jeux et accessoires de plein air
1160,1287315923,1281,0.9931424,2060,Jeux enfant,Catégorie 2060
1161,1292596202,2583,0.14502898,1281,Piscine et accessoires,Jeux enfant
1162,1218018488,132,0.9159627,1300,Puériculture,Catégorie 1300
1163,1301436645,1281,0.5194798,2582,Jeux enfant,Mobilier et accessoires de jardin
1164,1270254055,1,0.6321641,2705,Livres occasion,Livres neufs
1165,1094517112,2462,0.61697453,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
1166,922335703,118,0.96230555,1280,Jeux de rôle et figurines,Catégorie 1280
1167,1026812850,1302,0.9719579,2280,Jeux et accessoires de plein air,Catégorie 2280
1168,1290818277,1302,0.7341002,2403,Jeux et accessoires de plein air,Lots livres et magazines
1169,1176503630,2583,0.99662375,2583,Piscine et accessoires,Piscine et accessoires
1170,241000730,13,0.24980003,1140,Modélisme,Catégorie 1140
1171,1309035104,2705,0.6687605,2705,Livres neufs,Livres neufs
1172,974382430,1302,0.7701464,2280,Jeux et accessoires de plein air,Catégorie 2280
1173,1163897732,2585,0.24087793,2583,Outillage de jardin,Piscine et accessoires
1174,1177147156,194,0.97758067,1320,Épicerie,Catégorie 1320
1175,1076314564,1302,0.24502096,2583,Jeux et accessoires de plein air,Piscine et accessoires
1176,1127347930,192,0.74512494,2583,Linge de maison,Piscine et accessoires
1177,1282976420,194,0.6822688,1560,Épicerie,Catégorie 1560
1178,1277161575,1301,0.8885224,2220,Lingerie enfant et jeu de bar,Catégorie 2220
1179,1307662221,6,0.4904219,1560,Consoles de jeux,Catégorie 1560
1180,1283744167,1281,0.60423386,2582,Jeux enfant,Mobilier et accessoires de jardin
1181,1061553356,194,0.6037871,1320,Épicerie,Catégorie 1320
1182,1288126342,194,0.7025037,1320,Épicerie,Catégorie 1320
1183,1243843239,118,0.27075434,1302,Jeux de rôle et figurines,Jeux et accessoires de plein air
1184,845559841,1,0.3252459,40,Livres occasion,Catégorie 40
1185,1266675620,2583,0.5350377,2583,Piscine et accessoires,Piscine et accessoires
1186,862632284,2522,0.71380526,2522,Fournitures papeterie,Fournitures papeterie
1187,1247153497,2905,0.21749967,60,Jeux PC en téléchargement,Catégorie 60
1188,1260298701,222,0.9311276,1920,Animalerie,Catégorie 1920
1189,844555491,118,0.9170605,1280,Jeux de rôle et figurines,Catégorie 1280
1190,1318955854,132,0.7835698,1300,Puériculture,Catégorie 1300
1191,1292918796,222,0.5574505,1560,Animalerie,Catégorie 1560
1192,1092267137,2585,0.97371936,2585,Outillage de jardin,Outillage de jardin
1193,1252095183,114,0.943333,1160,Objets pop culture,Catégorie 1160
1194,863789556,114,0.5248386,1160,Objets pop culture,Catégorie 1160
1195,1039889509,194,0.99360377,1320,Épicerie,Catégorie 1320
1196,1319847837,192,0.6167257,2060,Linge de maison,Catégorie 2060
1197,1174499793,2585,0.4709029,1302,Outillage de jardin,Jeux et accessoires de plein air
1198,1317921012,132,0.9191959,1300,Puériculture,Catégorie 1300
1199,1276013930,192,0.40739205,1302,Linge de maison,Jeux et accessoires de plein air
1200,1125492259,2403,0.55545384,1281,Lots livres et magazines,Jeux enfant
1201,1257265439,192,0.20824277,2585,Linge de maison,Outillage de jardin
1202,921250252,2583,0.7526029,2583,Piscine et accessoires,Piscine et accessoires
1203,1275498330,206,0.44897357,2060,Décoration,Catégorie 2060
1204,957915000,114,0.82377774,1160,Objets pop culture,Catégorie 1160
1205,1026855052,1302,0.96315086,2280,Jeux et accessoires de plein air,Catégorie 2280
1206,1323152715,206,0.4666319,2582,Décoration,Mobilier et accessoires de jardin
1207,1146395071,128,0.12553078,1281,Jouets enfant,Jeux enfant
1208,1303062604,2582,0.95676833,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1209,1192161886,194,0.8662583,1320,Épicerie,Catégorie 1320
1210,1263138790,2403,0.9918887,2403,Lots livres et magazines,Lots livres et magazines
1211,1321874740,1281,0.9391895,2582,Jeux enfant,Mobilier et accessoires de jardin
1212,969929177,2522,0.88235915,2522,Fournitures papeterie,Fournitures papeterie
1213,1244541317,2583,0.9898286,2583,Piscine et accessoires,Piscine et accessoires
1214,1278120279,2585,0.9789719,2585,Outillage de jardin,Outillage de jardin
1215,1314193220,5,0.6864352,50,Accessoires gaming,Catégorie 50
1216,1064378805,2705,0.83002734,2705,Livres neufs,Livres neufs
1217,1073487028,2585,0.3358439,50,Outillage de jardin,Catégorie 50
1218,1148598954,1302,0.4148282,2522,Jeux et accessoires de plein air,Fournitures papeterie
1219,1195811711,132,0.52023125,1140,Puériculture,Catégorie 1140
1220,1295960582,2583,0.8946699,2583,Piscine et accessoires,Piscine et accessoires
1221,1169904052,2582,0.68091035,2583,Mobilier et accessoires de jardin,Piscine et accessoires
1222,1245893536,2582,0.9593272,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1223,1299189041,1302,0.48527884,10,Jeux et accessoires de plein air,Catégorie 10
1224,1281929316,192,0.24853145,2583,Linge de maison,Piscine et accessoires
1225,1268841978,2705,0.7626547,2705,Livres neufs,Livres neufs
1226,1252081976,194,0.5512999,1302,Épicerie,Jeux et accessoires de plein air
1227,1323194976,222,0.9793218,1920,Animalerie,Catégorie 1920
1228,1279224881,222,0.9713661,1920,Animalerie,Catégorie 1920
1229,1069417929,114,0.94100344,1160,Objets pop culture,Catégorie 1160
1230,921277178,2403,0.83953065,2403,Lots livres et magazines,Lots livres et magazines
1231,1201850872,118,0.8322468,1280,Jeux de rôle et figurines,Catégorie 1280
1232,1131804908,2522,0.98525375,2522,Fournitures papeterie,Fournitures papeterie
1233,1323311206,192,0.5018272,1302,Linge de maison,Jeux et accessoires de plein air
1234,1117429630,4,0.9352593,40,Jeux consoles neuf,Catégorie 40
1235,1009248162,1302,0.8566739,2280,Jeux et accessoires de plein air,Catégorie 2280
1236,935635906,192,0.8099406,1302,Linge de maison,Jeux et accessoires de plein air
1237,1297206584,194,0.15216203,1301,Épicerie,Lingerie enfant et jeu de bar
1238,1287879921,2585,0.22944055,2583,Outillage de jardin,Piscine et accessoires
1239,1266031323,1281,0.636996,2280,Jeux enfant,Catégorie 2280
1240,1259082592,222,0.9619684,1920,Animalerie,Catégorie 1920
1241,847257080,1,0.918941,2522,Livres occasion,Fournitures papeterie
1242,928649309,156,0.9687297,1301,Mobilier,Lingerie enfant et jeu de bar
1243,1255551847,132,0.24021427,2060,Puériculture,Catégorie 2060
1244,1190248715,2582,0.9868541,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
1245,1041528079,114,0.85936034,1160,Objets pop culture,Catégorie 1160
1246,67515830,116,0.19296347,40,Cartes de jeux,Catégorie 40
1247,998414119,4,0.3327399,10,Jeux consoles neuf,Catégorie 10
1248,1315083642,1281,0.34581196,2060,Jeux enfant,Catégorie 2060
1249,1323694844,128,0.15384899,2060,Jouets enfant,Catégorie 2060
1250,1306203955,1301,0.6269002,1320,Lingerie enfant et jeu de bar,Catégorie 1320
1251,1043841304,194,0.28443122,2583,Épicerie,Piscine et accessoires
1252,1110022403,1281,0.34410235,2060,Jeux enfant,Catégorie 2060
1253,457809330,1302,0.95530784,2280,Jeux et accessoires de plein air,Catégorie 2280
1254,1217174875,2585,0.4438131,1300,Outillage de jardin,Catégorie 1300
1255,1102064217,2582,0.12346641,2583,Mobilier et accessoires de jardin,Piscine et accessoires
1256,1133690247,4,0.49382323,2403,Jeux consoles neuf,Lots livres et magazines
1257,1215491239,1281,0.20343433,1280,Jeux enfant,Catégorie 1280
1258,900420746,2403,0.9059419,2403,Lots livres et magazines,Lots livres et magazines
1259,1215140966,1,0.8516784,2522,Livres occasion,Fournitures papeterie
1260,1250129329,2403,0.62768185,2403,Lots livres et magazines,Lots livres et magazines
1261,877111656,2403,0.74428785,2403,Lots livres et magazines,Lots livres et magazines
1262,941678782,2583,0.6091089,2583,Piscine et accessoires,Piscine et accessoires
1263,673319280,1,0.72851586,10,Livres occasion,Catégorie 10
1264,977848081,2705,0.7630564,2705,Livres neufs,Livres neufs
1265,1136616221,114,0.18508448,1160,Objets pop culture,Catégorie 1160
1266,934822632,132,0.33066237,1300,Puériculture,Catégorie 1300
1267,1230498706,228,0.27264637,1940,Journaux et revues occasion,Catégorie 1940
1268,1251239421,192,0.41413563,1302,Linge de maison,Jeux et accessoires de plein air
1269,1265166915,132,0.6992674,1300,Puériculture,Catégorie 1300
1270,1275485914,2582,0.15319322,1281,Mobilier et accessoires de jardin,Jeux enfant
1271,1252444363,206,0.7751629,1320,Décoration,Catégorie 1320
1272,1009219280,1302,0.9335722,2280,Jeux et accessoires de plein air,Catégorie 2280
1273,555809096,4,0.45835105,40,Jeux consoles neuf,Catégorie 40
1274,1308391933,2585,0.6613825,1300,Outillage de jardin,Catégorie 1300
1275,1026910778,1302,0.9976636,2280,Jeux et accessoires de plein air,Catégorie 2280
1276,1141939626,2585,0.63408965,1320,Outillage de jardin,Catégorie 1320
1277,1213334365,2705,0.25267288,2705,Livres neufs,Livres neufs
1278,1139664475,192,0.61124647,1301,Linge de maison,Lingerie enfant et jeu de bar
1279,912220040,114,0.96851546,1160,Objets pop culture,Catégorie 1160
1280,1289876845,1281,0.36609536,1920,Jeux enfant,Catégorie 1920
1281,1299564776,192,0.31049216,40,Linge de maison,Catégorie 40
1282,1146179738,118,0.4889288,1280,Jeux de rôle et figurines,Catégorie 1280
1283,1193556506,5,0.6638859,50,Accessoires gaming,Catégorie 50
1284,1265222584,2583,0.9366225,2583,Piscine et accessoires,Piscine et accessoires
1285,1104560603,2403,0.9370593,2403,Lots livres et magazines,Lots livres et magazines
1286,891734570,2705,0.41312417,40,Livres neufs,Catégorie 40
1287,1136099894,1,0.6521751,2522,Livres occasion,Fournitures papeterie
1288,1055271584,192,0.3400824,50,Linge de maison,Catégorie 50
1289,1196806911,118,0.15947606,2522,Jeux de rôle et figurines,Fournitures papeterie
1290,1140413606,2462,0.9841719,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
1291,849770631,2585,0.62282056,2583,Outillage de jardin,Piscine et accessoires
1292,1319357174,5,0.1510943,2583,Accessoires gaming,Piscine et accessoires
1293,1225434717,206,0.5622918,1560,Décoration,Catégorie 1560
1294,1269836984,5,0.26836565,50,Accessoires gaming,Catégorie 50
1295,1305119191,2522,0.9661646,2522,Fournitures papeterie,Fournitures papeterie
1296,1248649545,1281,0.7869535,2060,Jeux enfant,Catégorie 2060
1297,1276324362,132,0.87601864,1300,Puériculture,Catégorie 1300
1298,538362530,2705,0.2275567,10,Livres neufs,Catégorie 10
1299,1249535167,2583,0.6879241,2583,Piscine et accessoires,Piscine et accessoires
1300,923250200,5,0.78522986,1140,Accessoires gaming,Catégorie 1140
1301,1265223738,2583,0.69379735,2583,Piscine et accessoires,Piscine et accessoires
1302,1262542353,132,0.71064574,1300,Puériculture,Catégorie 1300
1303,865569926,194,0.46824995,1320,Épicerie,Catégorie 1320
1304,1323453254,222,0.9846363,1920,Animalerie,Catégorie 1920
1305,1256734598,1281,0.20993803,2060,Jeux enfant,Catégorie 2060
1306,1012323837,114,0.98027855,1160,Objets pop culture,Catégorie 1160
1307,1255757846,2583,0.97908515,2583,Piscine et accessoires,Piscine et accessoires
1308,1166894035,1281,0.9824638,1920,Jeux enfant,Catégorie 1920
1309,1225663277,2583,0.9591352,2583,Piscine et accessoires,Piscine et accessoires
1310,1301269537,192,0.6291045,1940,Linge de maison,Catégorie 1940
1311,984270607,2583,0.807299,2583,Piscine et accessoires,Piscine et accessoires
1312,1236539502,132,0.9355157,1280,Puériculture,Catégorie 1280
1313,1060106826,192,0.4298163,2585,Linge de maison,Outillage de jardin
1314,1013192594,2583,0.47152895,1280,Piscine et accessoires,Catégorie 1280
1315,1234714109,2583,0.33973587,2583,Piscine et accessoires,Piscine et accessoires
1316,1277515545,132,0.7789592,1300,Puériculture,Catégorie 1300
1317,1309218025,5,0.29127604,1280,Accessoires gaming,Catégorie 1280
1318,1187769686,2403,0.53967226,2462,Lots livres et magazines,Console et Jeux vidéos occasion
1319,1261420574,156,0.98798853,1301,Mobilier,Lingerie enfant et jeu de bar
1320,1324221523,192,0.47324497,1302,Linge de maison,Jeux et accessoires de plein air
1321,1312754566,206,0.34108815,2060,Décoration,Catégorie 2060
1322,1316258822,6,0.99487007,60,Consoles de jeux,Catégorie 60
1323,1188515524,5,0.97082305,50,Accessoires gaming,Catégorie 50
1324,1323277377,222,0.89574873,1920,Animalerie,Catégorie 1920
1325,1040466763,2522,0.9820472,2522,Fournitures papeterie,Fournitures papeterie
1326,1221144471,128,0.8981648,1281,Jouets enfant,Jeux enfant
1327,933266353,4,0.64711386,40,Jeux consoles neuf,Catégorie 40
1328,1317005041,2585,0.7490295,2585,Outillage de jardin,Outillage de jardin
1329,974038969,118,0.86157835,1280,Jeux de rôle et figurines,Catégorie 1280
1330,1318066523,118,0.35459483,1281,Jeux de rôle et figurines,Jeux enfant
1331,1203519334,1,0.23653933,10,Livres occasion,Catégorie 10
1332,1256965065,206,0.8602954,1560,Décoration,Catégorie 1560
1333,1256283157,2905,0.20999378,40,Jeux PC en téléchargement,Catégorie 40
1334,1177149335,194,0.8377415,1320,Épicerie,Catégorie 1320
1335,1100070481,2905,0.9764456,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
1336,1305128689,2522,0.9748498,2522,Fournitures papeterie,Fournitures papeterie
1337,1253150974,2585,0.32522577,2583,Outillage de jardin,Piscine et accessoires
1338,1121419944,2583,0.9900088,2583,Piscine et accessoires,Piscine et accessoires
1339,978861917,2583,0.8196782,2583,Piscine et accessoires,Piscine et accessoires
1340,887356960,228,0.4578854,1280,Journaux et revues occasion,Catégorie 1280
1341,1150653338,2403,0.33749256,10,Lots livres et magazines,Catégorie 10
1342,1251032188,1281,0.96644497,2060,Jeux enfant,Catégorie 2060
1343,1280089347,118,0.5555534,1280,Jeux de rôle et figurines,Catégorie 1280
1344,1260343315,192,0.99096185,1302,Linge de maison,Jeux et accessoires de plein air
1345,1281135034,1281,0.6879473,1280,Jeux enfant,Catégorie 1280
1346,1139262405,2462,0.46915755,50,Console et Jeux vidéos occasion,Catégorie 50
1347,1306897402,5,0.18015246,1560,Accessoires gaming,Catégorie 1560
1348,1140842394,2403,0.2061676,2403,Lots livres et magazines,Lots livres et magazines
1349,1307363793,2585,0.35685533,2522,Outillage de jardin,Fournitures papeterie
1350,979611249,2583,0.87976354,2583,Piscine et accessoires,Piscine et accessoires
1351,1121420143,2583,0.2077223,2583,Piscine et accessoires,Piscine et accessoires
1352,955880349,128,0.2928237,1302,Jouets enfant,Jeux et accessoires de plein air
1353,1318735251,2582,0.2991746,2060,Mobilier et accessoires de jardin,Catégorie 2060
1354,1218464187,2522,0.90906954,2522,Fournitures papeterie,Fournitures papeterie
1355,1174594659,192,0.26391307,2583,Linge de maison,Piscine et accessoires
1356,1168080626,156,0.9822744,1301,Mobilier,Lingerie enfant et jeu de bar
1357,1273962938,206,0.6647771,2060,Décoration,Catégorie 2060
1358,1313901874,2585,0.70901835,2585,Outillage de jardin,Outillage de jardin
1359,1261857723,118,0.48513407,2583,Jeux de rôle et figurines,Piscine et accessoires
1360,1104681888,114,0.95407254,1160,Objets pop culture,Catégorie 1160
1361,1062840654,13,0.67111427,1180,Modélisme,Catégorie 1180
1362,1320373681,222,0.9349744,1920,Animalerie,Catégorie 1920
1363,1053111929,1,0.6111165,2403,Livres occasion,Lots livres et magazines
