original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name,true_category_name
5466,1043467373,2705,0.98862167,2705,Livres neufs,Livres neufs
5467,1204142244,2403,0.99002325,2403,Lots livres et magazines,Lots livres et magazines
5468,1315169032,60,0.97835227,60,Catégorie 60,Catégorie 60
5469,1309400772,1160,0.99975978,1160,Catégorie 1160,Catégorie 1160
5470,1011821252,2522,0.99335285,2522,Fournitures papeterie,Fournitures papeterie
5471,1314448196,1280,0.85174183,1280,Catégorie 1280,Catégorie 1280
5472,1105946319,2522,0.71382768,2522,Fournitures papeterie,Fournitures papeterie
5473,985100084,1302,0.44048207,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5474,1017843607,2403,0.43589113,2403,Lots livres et magazines,Lots livres et magazines
5475,1273767101,1920,0.89180535,1920,Catégorie 1920,Catégorie 1920
5476,1234399402,2280,0.58942071,2280,Catégorie 2280,Catégorie 2280
5477,1027077241,2280,0.92346437,2280,Catégorie 2280,Catégorie 2280
5478,1309576379,2705,0.59257194,2705,Livres neufs,Livres neufs
5479,1115566633,2583,0.96145152,2583,Piscine et accessoires,Piscine et accessoires
5480,977864512,2705,0.99848651,2705,Livres neufs,Livres neufs
5481,1244540511,2583,0.99999731,2583,Piscine et accessoires,Piscine et accessoires
5482,995103653,2583,0.99888883,2583,Piscine et accessoires,Piscine et accessoires
5483,1233869398,2060,0.99505149,2060,Catégorie 2060,Catégorie 2060
5484,1283623636,2582,0.77213703,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5485,1299305645,50,0.96327116,50,Catégorie 50,Catégorie 50
5486,919863752,1160,0.96165182,1280,Catégorie 1160,Catégorie 1280
5487,1127701259,2705,0.54807942,2705,Livres neufs,Livres neufs
5488,1008190680,2280,0.99443198,2280,Catégorie 2280,Catégorie 2280
5489,1317692859,2060,0.81366907,2060,Catégorie 2060,Catégorie 2060
5490,1162085744,2582,0.90904208,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5491,1262334170,2585,0.98755595,2585,Outillage de jardin,Outillage de jardin
5492,1276306485,2583,0.9990355,2583,Piscine et accessoires,Piscine et accessoires
5493,1043840777,2583,0.99984094,2583,Piscine et accessoires,Piscine et accessoires
5494,955336179,1140,0.96822398,1140,Catégorie 1140,Catégorie 1140
5495,1221372018,10,0.94434334,10,Catégorie 10,Catégorie 10
5496,1313411233,1300,0.97796776,1300,Catégorie 1300,Catégorie 1300
5497,1125028691,2462,0.98685478,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
5498,985533691,10,0.19871131,1281,Catégorie 10,Jeux enfant
5499,1294190496,1300,0.9669031,1300,Catégorie 1300,Catégorie 1300
5500,1309092032,1300,0.98237434,1300,Catégorie 1300,Catégorie 1300
5501,1322941657,1920,0.94929837,1920,Catégorie 1920,Catégorie 1920
5502,1281170636,2060,0.44467633,2060,Catégorie 2060,Catégorie 2060
5503,1316155265,60,0.99994799,60,Catégorie 60,Catégorie 60
5504,1163061478,2583,0.99999721,2583,Piscine et accessoires,Piscine et accessoires
5505,1286922818,2403,0.6873519,2403,Lots livres et magazines,Lots livres et magazines
5506,1253144599,2583,0.99777116,2583,Piscine et accessoires,Piscine et accessoires
5507,1032297913,40,0.76467534,10,Catégorie 40,Catégorie 10
5508,1053583868,1160,0.99682542,1160,Catégorie 1160,Catégorie 1160
5509,1255249473,1920,0.99557738,1920,Catégorie 1920,Catégorie 1920
5510,1252575304,1940,0.99749519,1940,Catégorie 1940,Catégorie 1940
5511,1199087582,1320,0.61423246,1320,Catégorie 1320,Catégorie 1320
5512,1128504820,2705,0.71962957,2403,Livres neufs,Lots livres et magazines
5513,1071313122,2403,0.74456517,2403,Lots livres et magazines,Lots livres et magazines
5514,1074674790,1300,0.99439429,1300,Catégorie 1300,Catégorie 1300
5515,956376227,2522,0.99773978,2522,Fournitures papeterie,Fournitures papeterie
5516,1235403261,1160,0.98480817,1160,Catégorie 1160,Catégorie 1160
5517,1313132976,2060,0.86186356,1280,Catégorie 2060,Catégorie 1280
5518,1026374011,2522,0.99449707,2522,Fournitures papeterie,Fournitures papeterie
5519,1309651321,2585,0.6231321,2585,Outillage de jardin,Outillage de jardin
5520,1298080619,2905,1.0,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
5521,1108738856,2905,0.9999995,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
5522,1316984250,2060,0.7487604,2060,Catégorie 2060,Catégorie 2060
5523,1149998111,2280,0.61873335,2280,Catégorie 2280,Catégorie 2280
5524,1110302049,1280,0.29022304,1280,Catégorie 1280,Catégorie 1280
5525,1261211338,1160,0.9927912,1160,Catégorie 1160,Catégorie 1160
5526,1243730177,2060,0.97643684,2060,Catégorie 2060,Catégorie 2060
5527,589570957,2280,0.59716534,2280,Catégorie 2280,Catégorie 2280
5528,1026806335,2280,0.90505203,2280,Catégorie 2280,Catégorie 2280
5529,718806182,10,0.28775214,40,Catégorie 10,Catégorie 40
5530,1131443718,10,0.36410324,2583,Catégorie 10,Piscine et accessoires
5531,644935256,2403,0.23336854,2280,Lots livres et magazines,Catégorie 2280
5532,1152465424,10,0.30415614,2280,Catégorie 10,Catégorie 2280
5533,1190257981,2583,0.99999461,2583,Piscine et accessoires,Piscine et accessoires
5534,1223781702,1560,0.4441668,1560,Catégorie 1560,Catégorie 1560
5535,451926630,2280,0.92519624,2280,Catégorie 2280,Catégorie 2280
5536,1189474546,10,0.51895684,1160,Catégorie 10,Catégorie 1160
5537,1284164573,1920,0.98490707,1920,Catégorie 1920,Catégorie 1920
5538,1143480457,50,0.93542896,50,Catégorie 50,Catégorie 50
5539,1007782336,2280,0.8260463,2280,Catégorie 2280,Catégorie 2280
5540,1009334717,2280,0.97386262,2280,Catégorie 2280,Catégorie 2280
5541,1236865055,2060,0.23946862,2060,Catégorie 2060,Catégorie 2060
5542,876568050,2280,0.84392648,2280,Catégorie 2280,Catégorie 2280
5543,1324211596,2583,0.99931295,2583,Piscine et accessoires,Piscine et accessoires
5544,1269053132,2060,0.9967169,2060,Catégorie 2060,Catégorie 2060
5545,1141700332,2583,0.99947541,2583,Piscine et accessoires,Piscine et accessoires
5546,1249965506,10,0.60136027,10,Catégorie 10,Catégorie 10
5547,1255117528,2060,0.98009863,2060,Catégorie 2060,Catégorie 2060
5548,1265086470,1560,0.60167713,1560,Catégorie 1560,Catégorie 1560
5549,896415658,2280,0.53718968,2280,Catégorie 2280,Catégorie 2280
5550,914209691,2280,0.70070161,2403,Catégorie 2280,Lots livres et magazines
5551,1323300774,1302,0.99701815,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5552,1226405850,2583,0.99999954,2583,Piscine et accessoires,Piscine et accessoires
5553,1248832888,2522,0.98035,2522,Fournitures papeterie,Fournitures papeterie
5554,1303179961,2060,0.96522831,2060,Catégorie 2060,Catégorie 2060
5555,1062117646,2583,0.99982588,2583,Piscine et accessoires,Piscine et accessoires
5556,1255757550,2583,0.9999904,2583,Piscine et accessoires,Piscine et accessoires
5557,1192056901,1320,0.98535659,1320,Catégorie 1320,Catégorie 1320
5558,1309073403,2060,0.95067759,1560,Catégorie 2060,Catégorie 1560
5559,1298803043,1281,0.43644032,1280,Jeux enfant,Catégorie 1280
5560,1304003447,1300,0.95921891,1300,Catégorie 1300,Catégorie 1300
5561,1110774012,10,0.35758715,2705,Catégorie 10,Livres neufs
5562,1232861712,2583,0.9999942,2583,Piscine et accessoires,Piscine et accessoires
5563,1324021105,1302,0.72905343,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5564,914205226,1160,0.99846923,1160,Catégorie 1160,Catégorie 1160
5565,1140704456,2582,0.59399407,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
5566,1314400337,2585,0.98483845,2585,Outillage de jardin,Outillage de jardin
5567,1271711428,2060,0.9410975,2060,Catégorie 2060,Catégorie 2060
5568,716203919,40,0.4437148,1180,Catégorie 40,Catégorie 1180
5569,4284230,40,0.81801812,40,Catégorie 40,Catégorie 40
5570,856119726,2705,0.48214581,1281,Livres neufs,Jeux enfant
5571,1120126284,2522,0.99819663,2522,Fournitures papeterie,Fournitures papeterie
5572,1301714387,1560,0.35799529,1560,Catégorie 1560,Catégorie 1560
5573,1170923946,2403,0.1869871,2403,Lots livres et magazines,Lots livres et magazines
5574,1136681684,2462,0.86844302,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
5575,1205611286,2403,0.98323604,2403,Lots livres et magazines,Lots livres et magazines
5576,1113061691,2583,0.99867638,2583,Piscine et accessoires,Piscine et accessoires
5577,1277776486,1560,0.98973535,1560,Catégorie 1560,Catégorie 1560
5578,1277678125,2060,0.96524023,2060,Catégorie 2060,Catégorie 2060
5579,1294489388,1300,0.99985318,1300,Catégorie 1300,Catégorie 1300
5580,1282012764,1300,0.98757157,1300,Catégorie 1300,Catégorie 1300
5581,1312680263,1300,0.56145694,1280,Catégorie 1300,Catégorie 1280
5582,921383963,1281,0.87842606,1281,Jeux enfant,Jeux enfant
5583,1320005599,2583,0.99869973,2583,Piscine et accessoires,Piscine et accessoires
5584,1316254273,60,0.99881018,60,Catégorie 60,Catégorie 60
5585,1092842380,1280,0.97040843,1280,Catégorie 1280,Catégorie 1280
5586,1026833942,2280,0.99787962,2280,Catégorie 2280,Catégorie 2280
5587,1027074054,2280,0.96243554,2280,Catégorie 2280,Catégorie 2280
5588,1249534667,2583,0.99132071,2583,Piscine et accessoires,Piscine et accessoires
5589,1190252233,2583,0.99907103,2583,Piscine et accessoires,Piscine et accessoires
5590,1026776832,2280,0.93967168,2280,Catégorie 2280,Catégorie 2280
5591,924556251,10,0.27392789,2403,Catégorie 10,Lots livres et magazines
5592,1104944862,1140,0.92537331,1140,Catégorie 1140,Catégorie 1140
5593,1057454822,1160,0.96901866,1160,Catégorie 1160,Catégorie 1160
5594,1047342628,2403,0.9862579,2403,Lots livres et magazines,Lots livres et magazines
5595,1265898567,2582,0.77388128,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5596,1156336798,1280,0.64956243,1280,Catégorie 1280,Catégorie 1280
5597,1268741193,2583,0.99988887,2583,Piscine et accessoires,Piscine et accessoires
5598,1284595224,1281,0.84712052,1280,Jeux enfant,Catégorie 1280
5599,996770100,1281,0.94055798,1281,Jeux enfant,Jeux enfant
5600,1275482600,2060,0.92427552,2060,Catégorie 2060,Catégorie 2060
5601,1126794072,1281,0.29913005,1281,Jeux enfant,Jeux enfant
5602,1276114689,2060,0.87507715,2582,Catégorie 2060,Mobilier et accessoires de jardin
5603,1237107473,1560,0.9722502,1560,Catégorie 1560,Catégorie 1560
5604,878014518,2705,0.46123264,2280,Livres neufs,Catégorie 2280
5605,1255757884,2583,0.99892034,2583,Piscine et accessoires,Piscine et accessoires
5606,1256043708,1560,0.75260925,1560,Catégorie 1560,Catégorie 1560
5607,906120328,2403,0.71827066,2403,Lots livres et magazines,Lots livres et magazines
5608,1276795864,2060,0.73217914,2060,Catégorie 2060,Catégorie 2060
5609,1278739713,1920,0.99260937,1920,Catégorie 1920,Catégorie 1920
5610,1191458525,1140,0.91333505,1140,Catégorie 1140,Catégorie 1140
5611,1292259428,50,0.92841843,50,Catégorie 50,Catégorie 50
5612,1010056179,40,0.76229255,40,Catégorie 40,Catégorie 40
5613,1133964859,1320,0.69448967,1920,Catégorie 1320,Catégorie 1920
5614,1255767840,1560,0.94444978,1920,Catégorie 1560,Catégorie 1920
5615,1116459028,1320,0.87090149,1320,Catégorie 1320,Catégorie 1320
5616,922623337,2705,0.68863835,1140,Livres neufs,Catégorie 1140
5617,1282884835,1560,0.96509315,1560,Catégorie 1560,Catégorie 1560
5618,157453330,2705,0.38616012,40,Livres neufs,Catégorie 40
5619,1008875762,10,0.64246936,10,Catégorie 10,Catégorie 10
5620,1096604829,2585,0.99137302,2585,Outillage de jardin,Outillage de jardin
5621,1087007186,2583,0.99960931,2583,Piscine et accessoires,Piscine et accessoires
5622,878877403,1160,0.99876924,1160,Catégorie 1160,Catégorie 1160
5623,1278219982,1560,0.99128337,1560,Catégorie 1560,Catégorie 1560
5624,1087851120,2583,0.99622755,2583,Piscine et accessoires,Piscine et accessoires
5625,940538368,2522,0.98287869,2522,Fournitures papeterie,Fournitures papeterie
5626,1241400378,1140,0.93671057,1140,Catégorie 1140,Catégorie 1140
5627,1124365258,2582,0.54813513,2583,Mobilier et accessoires de jardin,Piscine et accessoires
5628,924907041,2403,0.99943581,2403,Lots livres et magazines,Lots livres et magazines
5629,876556270,2280,0.73609393,2280,Catégorie 2280,Catégorie 2280
5630,1041874259,2403,0.98349434,2403,Lots livres et magazines,Lots livres et magazines
5631,1323849940,1280,0.67836118,1280,Catégorie 1280,Catégorie 1280
5632,875615357,10,0.63714592,10,Catégorie 10,Catégorie 10
5633,1255405340,2582,0.87149308,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5634,1187034370,1160,0.99787099,1160,Catégorie 1160,Catégorie 1160
5635,1300192542,2060,0.97117626,2060,Catégorie 2060,Catégorie 2060
5636,1005826607,1300,0.54874438,1300,Catégorie 1300,Catégorie 1300
5637,1268264034,10,0.55941242,10,Catégorie 10,Catégorie 10
5638,887869503,40,0.73444492,40,Catégorie 40,Catégorie 40
5639,1281126122,1281,0.49900431,1280,Jeux enfant,Catégorie 1280
5640,1303079079,1280,0.23407723,1300,Catégorie 1280,Catégorie 1300
5641,1328409662,1280,0.87379539,1280,Catégorie 1280,Catégorie 1280
5642,980058502,2585,0.35971526,2585,Outillage de jardin,Outillage de jardin
5643,1177468095,2522,0.9915388,2522,Fournitures papeterie,Fournitures papeterie
5644,1279754037,1300,0.99059254,1300,Catégorie 1300,Catégorie 1300
5645,1277199452,1940,0.91187121,2060,Catégorie 1940,Catégorie 2060
5646,1216069060,2585,0.51736026,1560,Outillage de jardin,Catégorie 1560
5647,1303704216,2522,0.99626947,2522,Fournitures papeterie,Fournitures papeterie
5648,1260280967,1920,0.98342135,1920,Catégorie 1920,Catégorie 1920
5649,1301050683,1280,0.76549954,40,Catégorie 1280,Catégorie 40
5650,924348596,1160,0.98069625,1160,Catégorie 1160,Catégorie 1160
5651,1208659756,1920,0.50419749,1920,Catégorie 1920,Catégorie 1920
5652,1301245551,2582,0.92684915,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5653,1198689946,2280,0.30032311,2705,Catégorie 2280,Livres neufs
5654,1212570776,2403,0.65634988,2522,Lots livres et magazines,Fournitures papeterie
5655,1275705817,1281,0.93163017,1281,Jeux enfant,Jeux enfant
5656,1028212407,2403,0.64821148,2403,Lots livres et magazines,Lots livres et magazines
5657,1306864132,2522,0.99955101,2522,Fournitures papeterie,Fournitures papeterie
5658,1227516195,1560,0.29958923,2582,Catégorie 1560,Mobilier et accessoires de jardin
5659,1285873629,1300,0.90198517,1300,Catégorie 1300,Catégorie 1300
5660,1243432185,2585,0.9842321,2585,Outillage de jardin,Outillage de jardin
5661,1310089522,2060,0.92140344,1560,Catégorie 2060,Catégorie 1560
5662,1250933657,1281,0.9211264,1280,Jeux enfant,Catégorie 1280
5663,1258880589,1920,0.97194614,1920,Catégorie 1920,Catégorie 1920
5664,1265197476,1302,0.99616736,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5665,1252089913,2905,0.69394944,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
5666,1238601964,2462,0.90110091,1281,Console et Jeux vidéos occasion,Jeux enfant
5667,972443954,2403,0.99997508,2403,Lots livres et magazines,Lots livres et magazines
5668,1273875701,1920,0.73293897,1920,Catégorie 1920,Catégorie 1920
5669,1311416841,1300,0.98020185,1300,Catégorie 1300,Catégorie 1300
5670,1292558272,1560,0.94593234,1560,Catégorie 1560,Catégorie 1560
5671,1277776075,1560,0.95391139,1560,Catégorie 1560,Catégorie 1560
5672,863527443,2280,0.34152751,2280,Catégorie 2280,Catégorie 2280
5673,180877930,10,0.34382722,1160,Catégorie 10,Catégorie 1160
5674,930090475,1280,0.51620629,1300,Catégorie 1280,Catégorie 1300
5675,1056976621,2403,0.90112698,2403,Lots livres et magazines,Lots livres et magazines
5676,862631585,2403,0.62842941,2522,Lots livres et magazines,Fournitures papeterie
5677,966352823,2462,0.98204823,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
5678,979542446,1180,0.99826447,1180,Catégorie 1180,Catégorie 1180
5679,1283243027,10,0.58662984,10,Catégorie 10,Catégorie 10
5680,1301415702,2060,0.34290857,2582,Catégorie 2060,Mobilier et accessoires de jardin
5681,1038565045,50,0.81805277,40,Catégorie 50,Catégorie 40
5682,1007669944,2280,0.95405653,2280,Catégorie 2280,Catégorie 2280
5683,1170392078,2462,0.98047861,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
5684,1274074612,1940,0.99025976,1940,Catégorie 1940,Catégorie 1940
5685,1088812749,1920,0.88011078,1920,Catégorie 1920,Catégorie 1920
5686,1130349472,1920,0.62153701,1920,Catégorie 1920,Catégorie 1920
5687,1104584400,2583,0.96559751,2583,Piscine et accessoires,Piscine et accessoires
5688,1243659059,2583,0.99999928,2583,Piscine et accessoires,Piscine et accessoires
5689,853541986,50,0.84692584,50,Catégorie 50,Catégorie 50
5690,933242729,2462,0.792954,40,Console et Jeux vidéos occasion,Catégorie 40
5691,1324143311,2060,0.8376786,1302,Catégorie 2060,Jeux et accessoires de plein air
5692,857491631,10,0.2446908,10,Catégorie 10,Catégorie 10
5693,1248835092,2522,0.9968936,2522,Fournitures papeterie,Fournitures papeterie
5694,975387817,10,0.2680664,1320,Catégorie 10,Catégorie 1320
5695,999233488,1940,0.95863709,1940,Catégorie 1940,Catégorie 1940
5696,855774716,2280,0.31215549,10,Catégorie 2280,Catégorie 10
5697,1141795360,1160,0.99005124,1160,Catégorie 1160,Catégorie 1160
5698,1100072688,2905,0.99999999,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
5699,1231019993,2280,0.64546616,2280,Catégorie 2280,Catégorie 2280
5700,1275507877,1280,0.62783275,1281,Catégorie 1280,Jeux enfant
5701,1244326095,2583,0.999142,2583,Piscine et accessoires,Piscine et accessoires
5702,1307826208,1300,0.99596886,1300,Catégorie 1300,Catégorie 1300
5703,1283693282,2582,0.96797902,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5704,1211986298,1280,0.2963813,2060,Catégorie 1280,Catégorie 2060
5705,985270117,1160,0.99900195,1160,Catégorie 1160,Catégorie 1160
5706,1093140667,2403,0.99970436,2403,Lots livres et magazines,Lots livres et magazines
5707,1130696166,1140,0.96942328,1140,Catégorie 1140,Catégorie 1140
5708,933243687,40,0.45628415,40,Catégorie 40,Catégorie 40
5709,1262173645,1281,0.55672849,1300,Jeux enfant,Catégorie 1300
5710,1306565556,2522,0.99873054,2522,Fournitures papeterie,Fournitures papeterie
5711,1067855414,1160,0.95426361,1160,Catégorie 1160,Catégorie 1160
5712,1319108878,2060,0.59626489,2060,Catégorie 2060,Catégorie 2060
5713,1123391131,1320,0.99045365,1320,Catégorie 1320,Catégorie 1320
5714,1209714965,2583,0.99999931,2583,Piscine et accessoires,Piscine et accessoires
5715,1061002474,2403,0.93484794,2403,Lots livres et magazines,Lots livres et magazines
5716,1295960404,2583,0.99909336,2583,Piscine et accessoires,Piscine et accessoires
5717,777285993,10,0.36417042,1302,Catégorie 10,Jeux et accessoires de plein air
5718,1273115226,1920,0.98372773,1920,Catégorie 1920,Catégorie 1920
5719,1300471957,1920,0.97623622,1920,Catégorie 1920,Catégorie 1920
5720,1174585944,2583,0.95226446,2583,Piscine et accessoires,Piscine et accessoires
5721,1064080517,2583,0.99999782,2583,Piscine et accessoires,Piscine et accessoires
5722,1234466231,2060,0.70411258,2060,Catégorie 2060,Catégorie 2060
5723,976462252,40,0.56370252,40,Catégorie 40,Catégorie 40
5724,1303630261,2522,0.99722182,2522,Fournitures papeterie,Fournitures papeterie
5725,1211799761,1560,0.74297177,1560,Catégorie 1560,Catégorie 1560
5726,1248543062,2582,0.9522161,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5727,1259220640,1920,0.96208758,1920,Catégorie 1920,Catégorie 1920
5728,858030464,1281,0.51657034,1180,Jeux enfant,Catégorie 1180
5729,1230499728,1920,0.98717916,1920,Catégorie 1920,Catégorie 1920
5730,1323221318,1920,0.99210175,1920,Catégorie 1920,Catégorie 1920
5731,1268743614,2583,0.96759207,2583,Piscine et accessoires,Piscine et accessoires
5732,1088817601,1920,0.98345622,1920,Catégorie 1920,Catégorie 1920
5733,1079155972,2583,0.99951637,2583,Piscine et accessoires,Piscine et accessoires
5734,1134168712,2060,0.87039939,2060,Catégorie 2060,Catégorie 2060
5735,1276048149,1302,0.99937029,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5736,927358006,1160,0.99561894,1160,Catégorie 1160,Catégorie 1160
5737,1062753123,2403,0.71217097,2403,Lots livres et magazines,Lots livres et magazines
5738,1241800441,10,0.45841452,10,Catégorie 10,Catégorie 10
5739,1324184993,1302,0.99819952,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
5740,1062988685,1180,0.97635111,1180,Catégorie 1180,Catégorie 1180
5741,915581537,1160,0.97083285,1160,Catégorie 1160,Catégorie 1160
5742,1292430580,1560,0.97184959,1560,Catégorie 1560,Catégorie 1560
5743,1190100597,40,0.43694475,50,Catégorie 40,Catégorie 50
5744,1232935189,1281,0.33737272,1281,Jeux enfant,Jeux enfant
5745,1267273828,1560,0.97507302,1560,Catégorie 1560,Catégorie 1560
5746,1192886793,2403,0.72849412,2403,Lots livres et magazines,Lots livres et magazines
5747,1093173093,2585,0.37495468,2585,Outillage de jardin,Outillage de jardin
5748,1281949950,2403,0.87272044,2403,Lots livres et magazines,Lots livres et magazines
5749,1323388689,1280,0.54557726,1280,Catégorie 1280,Catégorie 1280
5750,941621747,2583,0.99850891,2583,Piscine et accessoires,Piscine et accessoires
5751,454416550,2705,0.80538481,2280,Livres neufs,Catégorie 2280
5752,1005931603,2583,0.99959333,2583,Piscine et accessoires,Piscine et accessoires
5753,1181523535,1320,0.9422259,1320,Catégorie 1320,Catégorie 1320
5754,1130175068,50,0.98289992,50,Catégorie 50,Catégorie 50
5755,1279037468,1920,0.91280582,1920,Catégorie 1920,Catégorie 1920
5756,1040738535,2522,0.99946701,2522,Fournitures papeterie,Fournitures papeterie
5757,1301280547,1920,0.95394327,1920,Catégorie 1920,Catégorie 1920
5758,1273171476,1560,0.97544592,1560,Catégorie 1560,Catégorie 1560
5759,976484989,2585,0.96921836,2585,Outillage de jardin,Outillage de jardin
5760,1247489143,1280,0.82159246,1280,Catégorie 1280,Catégorie 1280
5761,996083889,1320,0.61555185,1320,Catégorie 1320,Catégorie 1320
5762,1004082010,2280,0.41858527,2280,Catégorie 2280,Catégorie 2280
5763,876450334,2522,0.68939199,2522,Fournitures papeterie,Fournitures papeterie
5764,1297587574,2403,0.90550166,2403,Lots livres et magazines,Lots livres et magazines
5765,1289984865,1320,0.72269103,1320,Catégorie 1320,Catégorie 1320
5766,1178125211,2585,0.98283343,2585,Outillage de jardin,Outillage de jardin
5767,1027095475,2280,0.9946734,2280,Catégorie 2280,Catégorie 2280
5768,1125160381,2403,0.95440828,2705,Lots livres et magazines,Livres neufs
5769,1261173430,2583,0.99999094,2583,Piscine et accessoires,Piscine et accessoires
5770,1252628004,2583,0.99928916,2583,Piscine et accessoires,Piscine et accessoires
5771,1123909321,2582,0.46564241,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5772,1255948527,2060,0.33848985,1560,Catégorie 2060,Catégorie 1560
5773,1273068306,1920,0.99556773,1920,Catégorie 1920,Catégorie 1920
5774,341439983,2280,0.97842892,2280,Catégorie 2280,Catégorie 2280
5775,1236040922,2403,0.98687317,2403,Lots livres et magazines,Lots livres et magazines
5776,1133326013,2705,0.99229874,2705,Livres neufs,Livres neufs
5777,1310877483,1281,0.43191164,1280,Jeux enfant,Catégorie 1280
5778,1049833436,2403,0.89131388,2403,Lots livres et magazines,Lots livres et magazines
5779,1242122816,10,0.4272097,1280,Catégorie 10,Catégorie 1280
5780,1103376742,2705,0.96696117,10,Livres neufs,Catégorie 10
5781,1260427313,1280,0.9068299,1280,Catégorie 1280,Catégorie 1280
5782,1305324860,1300,0.98018917,1300,Catégorie 1300,Catégorie 1300
5783,1123614495,2583,0.94603649,2583,Piscine et accessoires,Piscine et accessoires
5784,1280707076,1281,0.38899121,1281,Jeux enfant,Jeux enfant
5785,1031078362,2705,0.99930841,2705,Livres neufs,Livres neufs
5786,1265208754,2583,0.99792765,2583,Piscine et accessoires,Piscine et accessoires
5787,1280164079,2220,0.99900496,2220,Catégorie 2220,Catégorie 2220
5788,1264511882,40,0.50761569,10,Catégorie 40,Catégorie 10
5789,1301226127,1920,0.95684199,1920,Catégorie 1920,Catégorie 1920
5790,981406574,2583,0.99015949,2583,Piscine et accessoires,Piscine et accessoires
5791,834625716,40,0.97114095,40,Catégorie 40,Catégorie 40
5792,1296450160,2060,0.94911818,2060,Catégorie 2060,Catégorie 2060
5793,1079328784,1180,0.9985419,1180,Catégorie 1180,Catégorie 1180
5794,921249816,2583,0.93774988,2583,Piscine et accessoires,Piscine et accessoires
5795,1252627419,2583,0.99907932,2583,Piscine et accessoires,Piscine et accessoires
5796,1195904627,2585,0.84297477,2585,Outillage de jardin,Outillage de jardin
5797,1269772559,2582,0.97545437,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5798,1018123521,1160,0.99783681,1160,Catégorie 1160,Catégorie 1160
5799,1189026435,10,0.26779038,2403,Catégorie 10,Lots livres et magazines
5800,156660930,1281,0.55541616,40,Jeux enfant,Catégorie 40
5801,835544796,1320,0.7633864,1140,Catégorie 1320,Catégorie 1140
5802,1280692684,50,0.95076973,50,Catégorie 50,Catégorie 50
5803,1318271095,2060,0.70954644,1920,Catégorie 2060,Catégorie 1920
5804,1116787957,10,0.17600757,1560,Catégorie 10,Catégorie 1560
5805,1024044676,2403,0.99730698,2403,Lots livres et magazines,Lots livres et magazines
5806,1243406158,2582,0.97853383,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5807,1255676384,1920,0.99190118,1920,Catégorie 1920,Catégorie 1920
5808,1244293418,1560,0.93252957,1560,Catégorie 1560,Catégorie 1560
5809,922678851,1140,0.53779947,1140,Catégorie 1140,Catégorie 1140
5810,1265560646,1920,0.97600969,1920,Catégorie 1920,Catégorie 1920
5811,1275398285,1920,0.52581393,1920,Catégorie 1920,Catégorie 1920
5812,1155995033,2522,0.99469985,2522,Fournitures papeterie,Fournitures papeterie
5813,1300594601,2403,0.56980047,2403,Lots livres et magazines,Lots livres et magazines
5814,1220961797,2462,0.98192763,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
5815,1274843583,10,0.17512403,10,Catégorie 10,Catégorie 10
5816,1088058270,1160,0.98602815,1160,Catégorie 1160,Catégorie 1160
5817,1027329963,2280,0.95741678,2280,Catégorie 2280,Catégorie 2280
5818,1325938256,2582,0.4466264,1280,Mobilier et accessoires de jardin,Catégorie 1280
5819,1119407494,2583,0.99977591,2583,Piscine et accessoires,Piscine et accessoires
5820,1289729449,2582,0.99355061,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
5821,1317492991,1280,0.75189652,1281,Catégorie 1280,Jeux enfant
5822,1273175330,1560,0.95961388,1560,Catégorie 1560,Catégorie 1560
5823,975674123,50,0.9700051,50,Catégorie 50,Catégorie 50
5824,1043193086,1320,0.56316927,1320,Catégorie 1320,Catégorie 1320
5825,1196913525,10,0.16274719,1180,Catégorie 10,Catégorie 1180
5826,1322039218,1560,0.92640491,1920,Catégorie 1560,Catégorie 1920
